medallion, hack_license, vendor_id, rate_code, store_and_fwd_flag, pickup_datetime, dropoff_datetime, passenger_count, trip_time_in_secs, trip_distance, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude
2013000029,2013000029,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:05:00,1,300,.13,-73.969841,40.797359,-73.961899,40.812466
2013000030,2013000030,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:17:00,2,1020,.83,-73.992195,40.758945,-73.995026,40.750011
2013000031,2013000031,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:12:00,2,720,6.63,-73.929344,40.807728,-73.979935,40.740757
2013000032,2013000032,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:05:00,1,300,.93,-73.970428,40.796532,-73.970428,40.796532
2013000033,2013000033,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:15:00,1,900,2.56,-73.99781,40.721516,-73.980232,40.751553
2013000034,2013000034,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:04:00,5,240,1.59,-73.934555,40.750957,-73.916328,40.762241
2013000035,2013000035,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:03:00,6,180,.64,-74.001404,40.72261,-73.998177,40.729485
2013000036,2013000036,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:23:00,6,1380,2.15,-73.983597,40.75164,-73.988754,40.769218
2013000037,2013000037,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:13:00,1,780,3.88,-73.989349,40.773106,-73.989349,40.773106
2013000038,2013000038,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:21:00,1,1260,3.79,-74.008217,40.716721,-73.972343,40.753498
2013000039,2013000039,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:13:00,5,780,4.87,-74.004646,40.721268,-73.956963,40.766376
2013000040,2013000040,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:10:00,3,600,4.97,-73.98613,40.722607,-73.953056,40.771873
2013000041,2013000041,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:36:00,1,2160,2.88,-73.991325,40.760178,-73.975403,40.755486
2013000042,2013000042,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:11:00,5,660,5.36,-73.985435,40.720558,-73.958893,40.772041
2013000043,2013000043,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:03:00,1,180,.90,-73.946136,40.781349,-73.944977,40.790836
2013000044,2013000044,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:04:00,1,240,1.21,-73.973,40.79314,-73.981453,40.778465
2013000045,2013000045,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:08:00,5,480,.85,-73.977318,40.758751,-73.971481,40.752132
2013000046,2013000046,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:19:00,5,1140,8.48,-73.970207,40.762054,-73.938873,40.842186
2013000047,2013000047,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:03:00,1,180,.39,-73.990608,40.734997,-73.989487,40.730324
2013000048,2013000048,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:04:00,1,240,1.71,-73.955383,40.779728,-73.967758,40.760326
2013000049,2013000049,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:19:00,1,1140,3.39,-73.995056,40.760185,-73.96859,40.754955
2013000050,2013000050,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:03:00,4,180,1.56,-74.00975,40.706432,-73.971985,40.794716
2013000051,2013000051,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:12:00,1,720,4.00,-73.982605,40.756966,-73.947342,40.796516
2013000052,2013000052,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:05:00,1,300,.48,-73.991821,40.695587,-73.990479,40.700699
2013000053,2013000053,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:02:00,1,120,.44,-73.956528,40.716976,-73.96244,40.715008
2013000054,2013000054,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:14:00,1,840,11.16,-73.951073,40.778755,-73.816467,40.73904
2013000055,2013000055,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:11:00,1,660,9.35,-73.87117,40.773914,-73.805054,40.68121
2013000056,2013000056,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:11:00,5,660,2.30,-73.978142,40.75153,-74.003105,40.732994
2013000057,2013000057,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:09:00,1,540,2.14,-73.975723,40.781693,-73.969147,40.760975
2013000058,2013000058,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:39:00,5,2340,3.94,-73.984016,40.744183,-74.004189,40.742508
2013000059,2013000059,VTS,1,,2013-01-01 00:00:00,2013-01-01 00:05:00,1,300,.83,-73.989189,40.741268,-73.980125,40.735119
2013000060,2013000060,CMT,1,N,2013-01-01 00:00:01,2013-01-01 00:08:42,2,520,2.10,-73.956512,40.717007,-73.987869,40.718632
2013000061,2013000061,CMT,1,N,2013-01-01 00:00:02,2013-01-01 00:03:18,2,195,.70,-73.9785,40.741291,-73.976997,40.732452
2013000062,2013000062,CMT,1,N,2013-01-01 00:00:03,2013-01-01 00:29:54,1,1790,2.80,-74.00267,40.734318,-73.983414,40.757236
2013000063,2013000063,CMT,1,N,2013-01-01 00:00:08,2013-01-01 00:04:58,1,290,1.10,-73.989029,40.733982,-73.978348,40.724926
2013000064,2013000064,CMT,1,N,2013-01-01 00:00:09,2013-01-01 00:14:36,2,867,3.90,-73.955994,40.719444,-73.906532,40.70047
2013000065,2013000065,CMT,1,N,2013-01-01 00:00:09,2013-01-01 00:00:36,1,26,.10,-73.99221,40.725124,-73.991646,40.726658
2013000066,2013000066,CMT,1,N,2013-01-01 00:00:10,2013-01-01 00:03:43,2,212,.80,-73.979179,40.740398,-73.988052,40.732304
2013000067,2013000067,CMT,1,N,2013-01-01 00:00:11,2013-01-01 00:04:56,1,285,.70,-73.996643,40.732185,-74.001266,40.725452
2013000068,2013000068,CMT,1,N,2013-01-01 00:00:13,2013-01-01 00:15:00,2,886,2.80,-73.988739,40.718876,-73.977196,40.751961
2013000069,2013000069,CMT,1,N,2013-01-01 00:00:14,2013-01-01 00:07:10,1,416,.70,-73.993736,40.752232,-73.996468,40.742966
2013000070,2013000070,CMT,1,N,2013-01-01 00:00:14,2013-01-01 00:01:37,1,83,.20,-73.975441,40.749657,-73.977333,40.751991
2013000071,2013000071,CMT,1,N,2013-01-01 00:00:16,2013-01-01 00:04:11,2,234,.80,-73.957649,40.717785,-73.966522,40.714657
2013000072,2013000072,CMT,1,N,2013-01-01 00:00:16,2013-01-01 00:14:24,3,847,3.00,-73.982323,40.768826,-73.949532,40.779476
2013000073,2013000073,CMT,1,N,2013-01-01 00:00:18,2013-01-01 00:10:35,4,617,1.10,-73.996498,40.737839,-73.986626,40.751373
2013000074,2013000074,CMT,1,N,2013-01-01 00:00:19,2013-01-01 00:12:50,1,750,3.00,-73.967804,40.756153,-74.001472,40.733807
2013000075,2013000075,CMT,1,N,2013-01-01 00:00:19,2013-01-01 00:13:58,1,819,1.70,-74.005646,40.726166,-73.991371,40.727367
2013000076,2013000076,CMT,1,N,2013-01-01 00:00:20,2013-01-01 00:18:14,1,1073,4.40,-74.000221,40.725468,-73.982979,40.776855
2013000077,2013000077,CMT,1,N,2013-01-01 00:00:20,2013-01-01 00:01:22,1,61,2.20,-73.9701,40.768005,-73.969772,40.767834
2013000078,2013000078,CMT,1,N,2013-01-01 00:00:21,2013-01-01 00:29:19,1,1737,6.10,-73.993385,40.752064,-73.916451,40.768929
2013000079,2013000079,CMT,1,N,2013-01-01 00:00:22,2013-01-01 00:21:51,2,1288,8.80,-73.980583,40.769863,-73.878899,40.828575
2013000080,2013000080,CMT,1,N,2013-01-01 00:00:23,2013-01-01 00:12:24,2,721,8.50,-73.865562,40.771011,-73.979416,40.748825
2013000081,2013000081,CMT,1,N,2013-01-01 00:00:23,2013-01-01 00:21:00,1,1236,4.80,-74.007523,40.711506,-73.933434,40.697865
2013000082,2013000082,CMT,1,N,2013-01-01 00:00:23,2013-01-01 00:30:51,1,1827,10.50,0,0,0,0
2013000083,2013000083,CMT,1,N,2013-01-01 00:00:24,2013-01-01 00:22:33,1,1328,12.00,-73.987869,40.724018,-73.869926,40.830921
2013000084,2013000084,CMT,1,N,2013-01-01 00:00:25,2013-01-01 00:04:40,1,255,.20,-73.989082,40.74831,-73.990425,40.749916
2013000085,2013000085,CMT,1,N,2013-01-01 00:00:27,2013-01-01 00:21:09,1,1241,3.90,-73.794617,40.657207,-73.794617,40.657207
2013000086,2013000086,CMT,1,N,2013-01-01 00:00:27,2013-01-01 00:09:19,2,532,.90,-74.004318,40.752754,-73.994576,40.760803
2013000087,2013000087,CMT,1,N,2013-01-01 00:00:28,2013-01-01 00:18:14,1,1066,3.60,-73.989182,40.744717,-73.983742,40.782036
2013000088,2013000088,CMT,1,N,2013-01-01 00:00:30,2013-01-01 00:07:13,2,403,1.40,-73.988762,40.731087,-73.986206,40.746574
2013000089,2013000089,CMT,1,N,2013-01-01 00:00:31,2013-01-01 00:10:21,4,590,2.30,-73.960243,40.775673,-73.983398,40.766819
2013000090,2013000090,CMT,1,N,2013-01-01 00:00:32,2013-01-01 00:13:55,1,802,4.30,-74.006332,40.712013,-73.988365,40.73756
2013000091,2013000091,CMT,1,N,2013-01-01 00:00:33,2013-01-01 00:07:22,2,408,1.50,-73.96106,40.765018,-73.978745,40.752563
2013000092,2013000092,CMT,1,N,2013-01-01 00:00:34,2013-01-01 00:07:14,1,400,.70,-73.982964,40.742157,-73.990982,40.748726
2013000093,2013000093,CMT,1,N,2013-01-01 00:00:36,2013-01-01 00:28:35,1,1679,3.30,-73.99427,40.756458,-73.964249,40.756935
2013000094,2013000094,CMT,1,N,2013-01-01 00:00:40,2013-01-01 00:01:40,1,60,.30,-74.005165,40.720531,-74.003929,40.725655
2013000095,2013000095,CMT,1,N,2013-01-01 00:00:43,2013-01-01 00:04:36,1,232,1.50,-73.979073,40.74432,-73.976311,40.728676
2013000096,2013000096,CMT,1,N,2013-01-01 00:00:44,2013-01-01 00:25:55,1,1510,7.20,-74.004631,40.746944,-73.915642,40.760651
2013000097,2013000097,CMT,1,N,2013-01-01 00:00:44,2013-01-01 00:12:05,1,681,3.60,-73.952362,40.786572,-73.938469,40.828808
2013000098,2013000098,CMT,1,N,2013-01-01 00:00:44,2013-01-01 00:14:22,1,817,4.60,-73.978264,40.745548,-73.952492,40.80014
2013000099,2013000099,CMT,1,N,2013-01-01 00:00:46,2013-01-01 00:04:06,1,199,.50,-73.994049,40.718227,-73.987206,40.720482
